,content
751,"다양한 방법으로 승객들과 소통하려는 항공사!! KLM이 아주 재미난 게임을 런칭했습니다. 혹시, 내가 만약 항공사를 설립한다면...하고 상상해보신 적 있으세요? 그런 분들을 위해 KLM이 가상세계에서 나만의 항공사를 설립하고 운영해 볼 수 있는 게임, ""Aviation Empire Platinum""을..."
752,"전세계 항공사의 빈자리만 찾아서 예약까지 해주는 착한 사이트를 덜커덕 찾았지 뭡니까~ 거기는 바로 SeatCounter.com The Booking Class Availability Machine * 위에 입력한 내용은... 오늘 아침(6월 20일)인천에서 세부로 가는 대한항공, 세부퍼시픽 빈 자리를 찾으라는 말이구요. 항공사 코드는..."
753,안녕하세요 이비입니다 아시아나 항공사가 속해있는 스타얼라이언스 항공사들 탑승시에도 아시아나클럽 마일리지를 적립하실 수 있는데요 스타얼라이언스 항공사 탑승 시 적립되는 마일리지는 탑승 항공사와 전자항공권(e-ticket)의 예약 클래스 기준으로 적립되며 마일리지는 아시아나클럽...
754,혹시 루앙프라방에 라오항공사가 있을까? 했더니 정말 숙소에서 조금만 걸어가면 있더라구요..   아침부터 아이들과 걸어서 도착했는데 항공사라기보다는 작은 사무실 느낌이 나요... 치앙마이 편을 직접와서 예약했더니 인터넷 예약가보다는 10만원정도 저렴하게 예약을 했어요... 숙소근처...
755,"우리나라의 대표 항공사죠?? Korean Air 대한항공! 이번에 대한항공의 일등석이 'World Travel Awards 2010' 시상식에서 아시아 최고 일등석 서비스 항공사로 선정되었답니다!!!!          !!!    이 월드 트레블 어어즈는 전 세계 18만명 정도의 여행, 관광, 항공업계 종사자들이 참가하여..."
756,"지금껏 세계 각국의 30여개 항공사들을 타봤지만 미국 항공사들만큼 서비스 개념 상실, 어이 상실인 곳은 겪어본 적이 없다. 한마디로 최악!!! 그나마 사우스웨스트 항공이 개중에 조금 나은 편이다. 사진은 미국 달라스 공항의 아메리칸 에어 발권 창구... 보시다시피 수화물도 공짜가 없다...."
757,"어깨에 커다란 공작새를 앉힌채로 공항에 나타난 여성에 대해 항공사가 탑승을 거부하는 일이 일어났다. 지난달 27일의 일이다.... 있어 항공사들이 기존의 규정을 재검토 하는 움직임이 확산되고 있다. 유나이티드 항공은 성명을 통해 ""동물(공작새)은 체중과..."
758,없는 항공사 운영게임이다 20세기의 시뮬레이션 명가라 불려왔던 코에이의 게임인 에어매니지먼트 2는 아는 사람만 아는 게임중에 하나지만 한번... 다른 항공사가 넘볼수 없는 최고의 항공사를 만드는 것이 이 에어매지지먼트 2의 목표이다 사실 난이도는 꽤나 어려운 편이어서 어느 정도 숙련이...
759,여행/세부퍼시픽/저가항공사] 뚜게가라오의 필리핀 여행을 마치고 마닐라 공항으로 가는길 뚜게가라오 공항은 작은 공항이였는데 작은 공항이 아담하고 귀여울정도였습니다 하늘의 구름도 좋고 날씨도 좋은날인데 아쉬운건 비행기가 무려 두시간이나 연착을해서 지루했었거든요 저가항공사...
760,이번 여행 중 이용한 블라디보스톡 S7 항공사 후기 입니다. S7 기내식 사진도 함께 올려볼께요. ^^ 영어가 없는 S7 항공사 보딩 패스! 벌써부터 러시아에 간것 같은 기분이 듭니다. 블라디보스톡 S7 항공사 탑승객들에게 S7 기내식으로 샌드위치와 음료수가 나옵니다. 그래서 기내식이라고 하기 좀...
761,"[보라카이 직항 항공사] 필리핀항공(기내식) / 깔리보공항 이전 포스팅에서 언급했다시피 자리배정에 실패해서 (http://blog.naver.com/amy201427... 아마 이 항공사 밖에 없는 듯한데, (내가 찾은 바로는) 셋 다 워낙 악명이 자자해서 정말 고민이 많았어요. 필리핀항공은 검색하면 지금도 소송을 걸려고..."
762,"Q.제2터미널을 이용할 수 있는 항공사는 무엇이 있나요? 오픈시 대한항공, 델타항공, KLM, 에어프랑스 항공사만 이용이 가능했었는데 2018년 10월 28일 추가적으로 이용 가능한 항공사가 늘어났습니다. 요거 확인 해주세요^^ Q.시내에서 제2터미널로 가는 방법을 알려주세요. 1. 자동차 이용시..."
763,"요긴한 <유아 항공사 서비스> 쌤소군과 함께하세요!!! 1. 24개월 미만 영아 국내선 무료 항공 규정에 따라 '아기'로 정의한 만 24개월 미만의... '베시넷'으로 불리는 이 서비스는 항공사 홈페이지를 통해 사전 예약을 해야만 이용 가능하며 몸무게 11kg, 키 76cm 미만인 영유아에 한해서 제공됩니다. 3...."
764,"연간 출국자 3000만명 시대가 온 가운데, 여행의 편의를 더하는 항공사 마일리지를 더욱 손쉽게 모을 수 있는 방법이 주목받는다. 항공사 마일리는 해외 여행 시 무료 항공권 구매, 좌석 업그레이드 등에 활용할 수 있다. 21일 항공권 검색엔진 스카이스캐너의 여행 블로그에 따르면, 비행기에 타지..."
765,비행소녀가 알려 드리는 항공사 마일리지 알차게 활용하는 법. 프로모션 소식 눈 여겨 보기! KLM 플라잉 블루 더블 마일 적립 프로모션! 안녕하세요 여러분! 오늘 비행소녀가 KLM 마일리지 프로그램인 플라잉 블루 더블 마일 적립 프로모션 소식을 가지고 왔습니다. KLM 네덜란드 항공 혹은...
766,남유타주립대 항공운항학과에서 세계 최악의 항공사 TOP 5 소식을 전해드립니다. 항공기 결항/지연에 따른 승객의 배상 소송을 대신 진행하는 미국의 '에어헬프'가 선정한 2018년 최악의 항공사입니다. 1위는 아이슬란드의 와우에어 최악의 항공사 1위는 와우에어입니다. 아이슬란드의...
767,"아시아나는 스타얼라이언스 소속의 한 항공사이다. 아시아나 공식 홈페이지 : http://flyasiana.com/ 먼저, 승급 기준표는 다음과 같다. 한가지 다른 스얼 항공사와 다른점은 2년동안의 마일리지 적립을 허용한다는 점. 보통 항공사들은 1년만 가능하다. (1월 1일부터, 12월 31일까지). 즉, 12월 마지막날..."
768,"항공사 마일리지 적립에 있어서, 한 때 인기최절정이었던 씨티 프리미어마일 카드. 항공사 마일리지로 변환율이 좋고, 국내 항공사뿐만 아니라, 싱가포르항공, 델타항공, 타이항공, 캐세이퍼시픽으로도 전환이 가능하여, 외항사 마일리지 쌓기도 좋다. 연회비 12만원을 상쇄시켜주는 프리미엄..."
769,"마일리지 100% 적립 마일리지 활용도: 말레이시아 항공은 소속된 동맹체가 없지만, 마일리지 활용도가 은근히 많은 항공사입니다. 본인 기준으로... 이용소감: 말레이시아 항공하면 왠지 동남아의 저급 항공사로 많이들 생각하지만, 사실, 대한 항공보다도 더 우수한 항공사입니다. 물론..."
770,"아이슬란드 항공권   레이캬비크 공항 취항 중인 항공사 tvN '꽃보다 청춘 아이슬란드 편'을 보며 얼음과 불의 땅, 아이슬란드 여행 욕구가 마구... 그래서~ 레이캬비크 공항에 취항중인 항공사 목록을 정리해보았어욧!!>_< 1. 연간 정기 취항 항공사 (출처 레이캬비크 케플라비크 공항 홈페이지)..."
771,참고로 안감버젼은 품절입니다.*** http://blog.naver.com/green863/220969631540 *** 에이브릿지/ 자수항공사파리( 봄버젼)~*** ( 안감버젼/ 품절입니다.) 에이브릿지 제품을 아시는 이웃님들께서 재입고 구매문의가 많았던 자수항공야상사파리을 이제사 포스팅합니다~~^^ 지난해 인기 많았던...
772,진에어-국내 LCC 항공사 최초 장거리 노선 하와이인천-호놀룰루 취항 / B777-200ER 안녕하세요! 이번에 진에어에서 하와이 인천-호놀룰루... 저또한 얼마전 시행했던 진마켓을 통해서 알게되었는데요 LCC항공사가 꿈의 휴양지 하와이(호놀룰루) 까지 간다니!! 저렴한가격에!! 그것도...
773,"2017년 2월 갑작스럽게 김포에서 하네다를 갈 때 어느 항공사를 이용하면 좋을까 비교를 해보도록 하겠습니다. 재미없는 글만 있을... 대한항공, 아시아나항공, ANA, JAL 항공사의 항공권 가격은 대동소이합니다. 프로모션에 따라 가격이 달라지거든요 그렇다면 서비스를 비교해야하는데..."
774,그리고 대망의 배정받은 항공사는? 힌트는 다이어리에 써있는 네글자중 앞 두글자. 회사에서 핸들링하는 항공사는 많지만 원래 제일 가고 싶은 순서대로는 말레이시아 항공- 케세이퍼시픽- 세부퍼시픽- 핀에어- 네덜란드항공...다른 항공사들 이런순서였는데 ! 진짜 첫출근 자전거랑 같이 뒹굴면서...
775,"각 항공사 마다 항공기를 이용하면 캐터링(Catering) 서비스를 받는다 대한항공은 자체 캐터링센터(김포공항,인천공항)를 운영하고... 인천 중구 운서동에 위치해 있으며 LSG SKY CHEFS는 국내에 취항하는 17개 항공사의 케터링을 담당한다 일정이 변경되서 약속시간보다 늦게 도착하다보니..."
776,오늘은 알아두면 유용한 항공사의 기내 무료 서비스에 대해서 알아보고자 해요~ 출장이나 해외여행 등으로 장거리 비행을 할 때 기내에서 보내는 시간이 꽤 많잖아요 이때 상대적으로 저렴한 이코노미석이라도 우리가 예상치 못했던 다양한 기내 무료 서비스를 받을 수 있답니다. 물론 항공사마다...
777,"2018년 저비용항공사들의 공격적인 기재 도입으로 국제선 단거리 노선 경쟁 심화 우려가 확대될 전망이다. 국내선은 이미 저비용항공사들의 점유율이 50~60%을 기록하고 있으며, 서울-제주 노선을 제외하면, 수익성을 확보하기 어려운 상황이다. 또한, 제주공항의 활주로 부족 등을 감안하면..."
778,"작년 말부터 막 모으기 시작한 항공사 마일리지 그 중에서도 아시아나, 대한항공 중에 대한항공 마일리지를 열심히 모으고 있던 차에 이번 설에... 대한항공이 속해있는 항공 동맹 스카이팀 소속의 항공사 항공기를 탑승 후 사후 마일리지 적립을 통해 대한항공 마일리지로 적립이 가능한데..."
779,"국내 7개 항공사 대부분이 안전에는 문제가 없지만, 서비스에는 항공사별로 차이가 있는 것으로 나타났습니다. 항공 전문 웹사이트인 에어라인레이팅스닷컴(Airlineratings.com)에는 전세계 449개 항공사의 안전도와 서비스 등급을 볼 수 있습니다. [자료 출처는 항공 전문 웹사이트인..."
780,"거기에 더해 7개의 스카이팀 항공사가 추가적으로 이주하게 되었다는 사실을 전해 드리게 되었는데요, 대상 항공사는 #아에로멕시코 (AM), #알리딸리아 (AZ), #중화항공 (CI), #가루다항공 (GA), #샤먼항공 (MF), #체코항공 (OK), #아에로플로트 (SU) 이며, 10월 28일 운항편부터 적용되니 이용하실..."
781,뱅기를 탈 일만 생기면 각 항공사별 사이트에 들어가서 열심히 가입하고 회원카드를 만드느라...쇼를 했건만.. 다 부질없는 짓이었네.... 내가 이용할 항공사가 어느 제휴그룹에 묶여있는지 확인하고 그 제휴그룹 중 내가 주로 사용할 것 같은 항공사 하나를 골라 집중적으로 그 항공사로 마일리지를...
782,"여객터미널 항공사 위치 인천공항 제1터미널은 아시아나 항공 등 기존 노선들 대부분이 종래대로 위치하고 인천공항 제2터미널에는 대한항공, 에어프랑스, 델타항공, 네델란드KLM 등 4개 항공사만이 이전해 왔기에 상대적으로 여유가 있네요^^ 다만 공동운항의 경우 즉 남방항공과 대한항공의..."
783,해당 항공사들은 출발과 도착의 정확도가 높은 항공사로 지연이 되더라도 대부분 15분 이내에서 처리가 되는 항공사입니다. 따라서 바쁜 출장이나 단기 여행으로 여유가 없는 경우에는 해당 항공사를 이용하는 것이 상대적으로 일정을 준수할 확률이 높아진다고 할 수 있을...
784,여행 매거진 트래블+레저에서 선정한 세계 최고의 항공사 TOP 10 (The Top 10 International Airlines)을 아래와 같이... 에바항공 (Eva Air) Score: 84.32 홈페이지 : https://www.evaair.com 사진 출처 : 각 항공사 홈페이지 원문 소스 출처 : TRAVEL+LEISURE
